0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.5,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3.7222466364722646e-07,0.0,0.4999998976382175,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,2.962843563237426e-06,0.0,0.4999991852180201,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,9.949263711329287e-06,0.0,0.4999972639524794,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,2.3464452680732537e-05,0.0,0.4999935472755128,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,4.5597239888845215e-05,0.0,0.49998746075903056,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,7.839261788199096e-05,0.0,0.49997844203008246,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.00012385204361975633,0.0,0.49996594068800454,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0001839337397593279,0.0,0.4999494182215662,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0002605529959398299,0.0,0.49992834792611657,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.00035558247006666117,0.0,0.49990221482073166,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.00047085248959583275,0.0,0.49987051556536116,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0006081513528183041,0.0,0.499832758377975,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0007692256301443225,0.0,0.4997884629517103,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0009557804653877588,0.0,0.4997371603720184,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0011694798770504437,0.0,0.4996783930338111,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.001411947059606508,0.0,0.4996117145586082,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0016847646847867172,0.0,0.49953668971168363,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0019894752028628104,0.0,0.49945289431921275,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.002327581143931836,0.0,0.4993599151854187,0
